,effective_capacity_MW_end
6303,71.64936756264927
6354,89.32429725384327
6405,78.50824709781273
6456,78.03091412539109
6507,66.30219433262138
6558,99.01643203634919
6609,65.09888317990743
6660,89.17059222308642
6711,99.01643203634919
6762,99.01643203634919
6813,20.00219882992219
6864,89.6539066174481
6915,36.444550955467626
6966,82.64490493530539
7017,53.10514447288647
7068,49.26741305134465
7119,86.9936869056206
7170,53.56275594192078
7221,99.01643203634919
7272,99.01643203634919
7323,76.78520891534777
7374,99.01643203634919
7425,79.44285644383328
7476,40.92949549346699
7527,32.12626568075584
7578,99.01643203634919
7629,99.01643203634919
7680,71.50313094609105
7731,66.28403296290682
7782,99.01643203634919
7833,99.01643203634919
7884,84.81489288230712
7935,71.59773518585655
7986,45.693634318928964
8037,54.82659670677052
8088,78.24547099861978
8139,72.11240428219604
8190,99.01643203634919
8241,99.01643203634919
8292,37.409949083886005
8343,85.05020614408078
8394,44.26204017350527
8445,99.01643203634919
8496,73.33904936802763
8547,74.77018940021324
8598,86.7241226832126
8649,71.41204722935544
8700,65.54018704354532
8751,99.01643203634919
8802,99.01643203634919
8853,77.73809712548193
8904,86.79283315253446
8955,99.01643203634919
9006,85.38890817405327
9057,91.83991626111188
9108,81.86516598307303
9159,78.80515582458324
9210,86.89072768543004
9261,99.01643203634919
9312,62.22958367389319
9363,69.16301227073369
9414,99.01643203634919
9465,70.39078269186801
9516,7.190765669363757
9567,16.021474190978722
9618,90.04145636203839
9669,99.01643203634919
9720,99.01643203634919
9771,80.41333421756798
9822,99.01643203634919
9873,92.22839900671806
9924,75.8216633235564
9975,44.180706909540994
10026,84.04084057744558
10077,28.592511459673187
10128,99.01643203634919
10179,85.93906694161066
10230,99.01643203634919
10281,89.12159261596342
10332,94.58183322442315
10383,97.78294817631472
10434,99.01643203634919
10485,62.75773040509474
10536,50.66535578064397
10587,44.09168451890347
10638,99.01643203634919
10689,74.93234210539582
10740,99.01643203634919
10791,88.23620234690794
10842,99.01643203634919
10893,99.01643203634919
10944,54.562761485990684
10995,94.05943419428662
11046,78.47618456309314
11097,56.18068839587472
11148,37.15203459627827
11199,87.92563050959757
11250,53.242649812486256
11301,95.80767529441796
11352,89.07724701961641
11403,26.351119235061166
11454,99.01643203634919
11505,69.28699906526033
11556,90.03502774853447
11607,99.01643203634919
11658,99.01643203634919
11709,88.91695791839301
11760,54.390178492229055
11811,99.01643203634919
11862,70.5898473981674
11913,99.01643203634919
11964,99.01643203634919
12015,56.13974341060815
12066,80.06473318410421
12117,31.128371619299315
12168,84.44555262287
12219,99.01643203634919
12270,25.634390066346814
12321,89.81050354856677
12372,87.60604402607896
12423,90.21068487790183
12474,99.01643203634919
12525,57.71284408597627
12576,87.22383486489134
12627,40.20940339874973
12678,99.01643203634919
12729,90.97725824149882
12780,99.01643203634919
12831,93.68612554628835
12882,55.28833684517177
12933,4.982645930532693
12984,82.64997110047106
13035,25.37196239453579
13086,86.12705776778637
13137,99.01643203634919
13188,47.2462081498731
13239,42.92600658020533
13290,58.223312433323535
13341,97.53513117510467
13392,99.01643203634919
13443,67.36512615437137
13494,51.104121487385974
13545,60.014386117178205
13596,99.01643203634919
13647,46.597989559472474
13698,99.01643203634919
13749,89.50131941693833
13800,86.2181552441998
13851,99.01643203634919
13902,99.01643203634919
13953,84.90718913533097
14004,82.52418519715664
14055,88.6555654142644
14106,54.17624885212235
14157,50.58415850709234
14208,52.610396283574666
14259,99.01643203634919
14310,99.01643203634919
14361,83.22794119973237
14412,99.01643203634919
14463,86.58322677256737
14514,41.897404666327354
14565,99.01643203634919
14616,97.77270709828753
14667,87.40355785033194
14718,99.01643203634919
14769,79.47850555657168
14820,74.52645280950452
14871,99.01643203634919
14922,99.01643203634919
14973,87.62985296033189
15024,95.44503877330189
15075,34.13422876603928
15126,99.01643203634919
15177,99.01643203634919
15228,53.17187123973048
15279,99.01643203634919
15330,99.01643203634919
15381,99.01643203634919
15432,99.01643203634919
15483,99.01643203634919
15534,71.42558160382592
15585,99.01643203634919
15636,99.01643203634919
15687,99.01643203634919
15738,99.01643203634919
15789,99.01643203634919
15840,80.48605236430733
15891,89.47957072576982
15942,90.73171225947513
15993,99.01643203634919
16044,91.7241713579308
16095,99.01643203634919
16146,31.320445328918897
16197,93.85108673784188
16248,99.01643203634919
16299,99.01643203634919
16350,88.70513967289678
16401,99.01643203634919
16452,99.01643203634919
16503,99.01643203634919
16554,89.47532006030744
16605,99.01643203634919
16656,75.6018922183285
16707,29.49261903516609
16758,33.231975184403986
16809,35.81488702704185
16860,39.79121601344411
16911,75.23581669265033
